,Name,StandardSmiles
2224,Nojirimycine Tetrazole,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nnnn21
2225,"7,8-dihydroinosine",O=c1[nH]cnc2c1NCN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2226,"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",CC(C)C1=NCCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21
2227,BMSC-0013,COC(=O)NCCCCCC(=O)N[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
2228,Deoxyamidinoproclavaminic acid,N=C(N)NCCCC(C(=O)O)N1CCC1=O
2229,N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,Cc1nccn1CCCCc1ccc(CC(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NCCC2CCCCC2)cc1
2230,(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,C[C@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21
2231,(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,C[C@@](O)(CBr)CCOP(=O)(O)OP(=O)(O)O
2232,N-Benzylformamide,O=CNCc1ccccc1
2233,Phosphonothreonine,CC(OP(=O)(O)O)C(N)C(=O)O
2236,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(O)(C(=O)O)C[C@@H]1O
2237,2-Hydroxyethyl Disulfide,OCCSSCCO
2238,1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly),CC(C)CC1=N[C@](O)([C@@H](N)[C@@H](C)O)N(CC=O)C1=O
2239,9-Methylguanine,Cn1cnc2c(=O)[nH]c(N)nc21
2240,(Diaminomethyl-Methyl-Amino)-Acetic Acid,CN(CC(=O)O)C(N)N
2241,4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2Cl)cc1
2242,Ghavamiol,OCC(OS(O)(O)O)C(O)CN1CC(O)[C@H](O)[C@H]1CO
2243,Hydantocidin-5'-phosphate,O=C1NC(=O)[C@@]2(N1)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O
2244,(S)-3-phenyllactic acid,O=C(O)C(O)Cc1ccccc1
2245,9-(4-hydroxybutyl)-N2-phenylguanine,O=c1[nH]c(Nc2ccccc2)nc2c1ncn2CCCCO
2246,1-Deoxy-D-xylulose 5-phosphate,CC(=O)C(O)C(O)COP(=O)(O)O
2247,L-Alpha-Glycerophosphorylserine,NC(COP(=O)(O)OC[C@H](O)CO)C(=O)O
2249,Dinor-N(Omega)-Hydroxy-L-Arginine,NC(=NO)NCC(N)C(=O)O
2250,6-(Dihydroxy-Isobutyl)-Thymine,Cc1c(C(O)(O)C(C)C)[nH]c(=O)[nH]c1=O
2251,N(2)-succinyl-L-arginine,N=C(N)NCCCC(NC(=O)CCC(=O)O)C(=O)O
2252,8-hydroxy-2'-deoxyguanosine,Nc1nc(=O)c2[nH]c(=O)n([C@H]3C[C@H](O)[C@@H](CO)O3)c2[nH]1
2253,4-(Carboxyvin-2-Yl)Phenylboronic Acid,C=C(C(=O)O)c1ccc(B(O)O)cc1
2256,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",COC(Cc1ccccc1)C(C)CC(C)CCC(N)C(C)C(=O)O
2257,Isopentyl Pyrophosphate,CC(C)CCOP(=O)(O)OP(=O)(O)O
2258,Farnesol,CC(C)=CCCC(C)=CCCC(C)=CCO
2259,5'-O-(L-Prolylsulfamoyl)adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)C2CCCN2)[C@@H](O)[C@H]1O
2261,"1,6-Fructose Diphosphate (Linear Form)",O=C(C(O)COP(=O)(O)O)C(O)C(O)COP(=O)(O)O
2262,Thymol,Cc1ccc(C(C)C)c(O)c1
2263,(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,O=C(O)/C(=C\O[PH](=O)O)c1ccccc1
2264,sn-glycerol 3-phosphate,O=P(O)(O)OC[C@H](O)CO
2266,D-Glutamic Acid,NC(CCC(=O)O)C(=O)O
2267,N-Acetylalanine,CC(=O)NC(C)C(=O)O
2268,Indirubin-5-sulphonate,O=C1N=c2ccc(S(=O)(=O)O)cc2=C1c1[nH]c2ccccc2c1O
2269,Ditiocarb,CCN(CC)C(=S)S
2271,Phosphonopyruvate,O=C(O)C(=O)CP(=O)(O)O
2272,"2-aminooxyethyl-[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl]-methyl-sulfonium",C[S+](CCON)C[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
2274,"D-galactohydroximo-1,5-lactam",OC[C@H]1NC(=NO)[C@H](O)[C@@H](O)[C@H]1O
2276,Cyclic adenosine monophosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O
2277,Tetrazolyl Histidine,O=C(O)C(Cc1c[nH]cn1)Nc1nn[nH]n1
2278,"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",CCN(CC)C(=O)C1OC(C(=O)O)C[C@H](N)[C@H]1NC(C)=O
2279,gamma-Aminobutyric acid,NCCCC(=O)O
2280,Isobutyric acid,CC(C)C(=O)O
2281,"2,4,6-Triaminoquinazoline",Nc1ccc2nc(N)nc(N)c2c1
2282,2-Allylphenol,C=CCc1ccccc1O
2283,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,CCOC(CNC(=O)c1c(N)cccc1S(N)(=O)=O)OCC
2284,D-glyceraldehyde,O=C(CO)CO
2286,"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",CC(=O)Nc1nccc(-c2c(C)nc3ccccn23)n1
2287,"10-formyl-5,8,10-trideazafolic acid",Nc1nc(=O)c2cc(CC(C(=O)O)c3ccccc3)ccc2[nH]1
2288,4-Hydroxybutan-1-Aminium,NCCCCO
2289,(4s)-5-Fluoro-L-Leucine,C[C@H](CF)CC(N)C(=O)O
2290,Pyrrole-2-Carboxylate,O=C(O)c1ccc[nH]1
2291,"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nsc2c1
2292,Fexaramine,COC(=O)CCc1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)c2ccccc2)c1
2293,Vorinostat,O=C(CCCCCCC(O)=NO)Nc1ccccc1
2295,D-glucitol 6-phosphate,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
2296,3'-O-Acetylthymidine-5'-diphosphate,CC(=O)O[C@H]1C[C@H](n2cc(C)c(=O)[nH]c2=O)O[C@@H]1COP(=O)(O)OP(=O)(O)O
2297,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)nc(F)nc21
2298,"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",CCC1CNCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21
2299,Geranyl Diphosphate,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
2302,SP4160,CC(=O)Nc1ccc(COc2ccc(-c3cc(C4CCN(C(=O)CNC(=O)C(CC(C)C)N=C(N)N)CC4)n(C)n3)c(Cl)c2Cl)cc1
2303,D-Phenylalanine,NC(Cc1ccccc1)C(=O)O
2305,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(S)Cc1ccccc1)C(=O)O
2306,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",NC1NC(N)C2CC(CN3CCC4CCCCC43)CCC2N1
2307,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,CC(=O)N[C@H](Cc1ccc(Cl)cc1)OB(O)OCC(N)C(=O)O
2308,Beta-D-Fructopyranose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
2309,"Quinonoid 7,8-Tetrahydrobiopterin",C[C@H](O)[C@H](O)[C@H]1CN=c2[nH]c(N)nc(=O)c2=N1
2311,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,CN(C)c1ccc(C(=O)NCCCCCCC(O)=NO)cc1
2312,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,CC(O)c1cc(C(=O)O)nc2c(O)cccc12
2313,PD173955,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
2314,Peldesine,Nc1nc(=O)c2[nH]cc(Cc3cccnc3)c2[nH]1
2315,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",Cc1cn([C@H]2C=C[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
2316,PD150606,O=C(O)C(S)Cc1ccc(I)cc1
2317,Allysine,NC(CCCC=O)C(=O)O
2318,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",NC(=O)c1cc(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc([N+](=O)[O-])c1
2321,F-Loop of Vitamin B12,C[C@@H](O)CN
2323,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,CC(NC(=O)C(C)NC(=O)CCCCC(NC(=O)CN)C(=O)O)C(=O)O
2324,Acrylic Acid,C=CC(=O)O
2325,Pentaglyme,COCCOCCOCCOCCOCCOC
2326,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",CC(C)CC(N=C(N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccc(C(=O)O)o4)c(Cl)c3Cl)nn2C)CC1
2327,(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,C=C(C)C(NC(=O)C(CS)NC(=O)CCCC(N)C(=O)O)C(=O)O
2328,"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1
2329,4-(Hydroxymethyl)Benzamidine,N=C(N)c1ccc(CO)cc1
2330,"4,7-Dimethyl-[1,10]Phenanthroline",Cc1ccnc2c1ccc1c(C)ccnc12
2331,Colforsin,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1
2332,"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",C=C1CO[C@H]([C@@](C=O)(NC(=O)C(C(=O)O)c2ccc(O)cc2)OC)N=C1C(=O)O
2333,Se-Ethyl-Isoselenourea,CC[Se]C(=N)N
2334,Abequose,C[C@@H](O)[C@H](O)CC(=O)CO
2335,"5,6-Dimethylbenzimidazole",Cc1cc2nc[nH]c2cc1C
2338,2'-Deoxycytidine,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
2341,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",CCCCCC(S)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)O
2342,"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",CC(=O)NC(Cc1cc(I)c(O)c(I)c1)C(=O)NCC(=O)O
2343,"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",CCCSCc1cc(N)cc2c(=O)[nH]c(N)nc12
2344,Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O
2345,4-Hydroxyphenylglycine,O=C(O)CNc1ccc(O)cc1
2346,AL7182,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1
2347,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,Nn1cnc2ncnc-2c1OCC1CC=CCC1
2348,2-Deoxy-Glucose-6-Phosphate,O=CC[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
2349,2-Butanol,CCC(C)O
2350,Adenosine Phosphonoacetic Acid,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2351,"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",CC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
2352,4-Hydroxy-L-Threonine-5-Monophosphate,NC(C(=O)O)C(O)COP(=O)(O)O
2353,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",NS(=O)(=O)c1ccc(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)cc1
2354,Balanol Analog 1,O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(O)cc1)c1ccc(O)cc1
2355,Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-]
2356,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,CC(=O)N[C@@H](Cc1cccc(C(=O)O)c1)B(O)O
2357,Compound 19,C[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1
2358,FR117016,N=C(N)N=c1[nH]c(C2C=CC(CNC3=NC4C=CC=CC4=N3)S2)cs1
2359,"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",CCCCCCC(O)(Cn1ccnc1)c1cccc(Cl)c1Cl
2360,Ethyl Dimethyl Ammonio Propane Sulfonate,CC[N+](C)(C)CCCS(=O)(=O)[O-]
2361,12-Bromo-1-dodecanol,OCCCCCCCCCCCCBr
2362,3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,O=C(CBr)NCCSSCCNC(=O)C1CCC(NC(=O)c2nccnc2C(=O)O)CC1
2363,Latrunculin A,C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\C=C\CC1)O[C@@](O)([C@@H]1CSC(=O)N1)C2
2364,2-(Oxalyl-Amino)-Benzoic Acid,O=C(O)C(=O)Nc1ccccc1C(=O)O
2366,Homoserine Lactone,NC1CCOC1=O
2367,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,CCCCC(CN(O)C=O)C(=O)O
2369,"4,4'-Biphenyldiboronic Acid",OB(O)c1ccc(-c2ccc(B(O)O)cc2)cc1
2370,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C
2372,L-xylitol 5-phosphate,O=P(O)(O)OC[C@H](O)[C@@H](O)[C@H](O)CO
2373,4-nitrophenyl-beta-D-galactoside,O=[N+]([O-])c1ccc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1
2375,N-[O-Phosphono-Pyridoxyl]-Isoleucine,CC[C@H](C)C(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O
2376,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3
2377,Oxaloacetate Ion,O=C(O)CC(=O)C(=O)O
2379,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,Cc1cc(=O)oc2cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12
2380,Fumagillin,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)OC1CC=C(C)C
2381,Heptanamide,CCCCCCC(N)=O
2382,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,O=C(NCOP(=O)(O)O)OCc1ccccc1
2383,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]
2384,N-omega-propyl-L-arginine,CCCN=C(N)NCCCC(N)C(=O)O
2385,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",OC[C@H]1O[C@H](OCC[C@H]2CO2)[C@H](O)[C@@H](O)[C@@H]1O
2386,Nitrosoethane,CC=NO
2387,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,O=C(Nc1cc(C2CC2)[nH]n1)c1ccccc1
2388,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,C[N+](C)(C)C[C@H](O)CC(=O)O
2389,3-Amino-3-Oxopropanoic Acid,NC(=O)CC(=O)O
2390,Trichloroacetaldehyde,O=CC(Cl)(Cl)Cl
2392,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,O=C(O)C(Cc1ccccc1)NC(O)=NO
2394,D-Aspartic Acid,NC(CC(=O)O)C(=O)O
2395,LY-294002,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
2396,Glucosamine 6-Phosphate,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
2397,"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",O=[N+]([O-])c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2F)c([N+](=O)[O-])c1
2398,Cholic Acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
2399,Filaminast,COc1ccc(/C(C)=N/OC(N)=O)cc1OC1CCCC1
2401,Novo Nordisk a/S Compound,O=C(O)C(=O)Nc1ccc(I)cc1C(=O)O
2402,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,NC(CC[PH](=O)CO)C(=O)O
2403,1-Butane Boronic Acid,CCCB(O)O
2404,"(1R,2S)-2-Phenylcyclopropanaminium",N[C@@H]1C[C@H]1c1ccccc1
2407,JE-2147,Cc1ccccc1CNC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C
2408,RB106,O=C(NCC(=O)N1C(C(=O)O)CC[C@@H]1c1ccccc1)C(S)Cc1ccccc1
2409,4-Deoxy-Alpha-D-Glucose,OC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](O)O1
2410,1-Methylimidazole,Cn1ccnc1
2411,"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2
2412,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",O=C(O)CCCC1SCC2NC(=O)NC21
2414,"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",OCC(CO)(CO)NCCCNC(CO)(CO)CO
2415,D-naphthyl-1-acetamido boronic acid alanine,CC(=O)N[C@H](Cc1cccc2ccccc12)[B-](O)(O)OCC(N)C(=O)O
2416,beta-D-Galactosamine,N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O
2417,Cyanamide,N#CN
2418,"1,3-Dinitrobenzene",O=[N+]([O-])c1cccc([N+](=O)[O-])c1
2421,3-Methylphenylalanine,Cc1cccc(CC(N)C(=O)O)c1
2423,"2,3-Didehydroalanine",CC(=N)C(=O)O
2424,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,NC(CSCCS(N)(O)O)C(=O)O
2425,NU1025,Cc1nc(=O)c2cccc(O)c2[nH]1
2426,Glycocholic acid,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
2427,"(4S,5S)-1,2-dithiane-4,5-diol",O[C@@H]1CSSC[C@H]1O
2429,O1-Pentyl-Mannose,CCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
2431,Hydroxyaminovaline,CC(C)C(NNO)C(=O)O
2432,"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",O=C(O)c1cccc2c1Oc1c(C(=O)O)cccc1N2c1cccc(C(F)(F)F)c1
2433,4-Oxoretinol,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1=O
2434,3-Deoxy-D-Glucosamine,N[C@@H]1C[C@H](O)[C@@H](CO)OC1O
2435,Nicotinamide,NC(=O)c1cccnc1
2439,"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",CC(C)C1NCCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21
2440,Mercaptocarboxylate Inhibitor,O=C(O)C(=NC(=O)C(CS)CCc1ccccc1)c1ccc(Cn2cnnn2)s1
2441,Pentyl Trihydrogen Diphosphate,CCCCCOP(=O)(O)OP(=O)(O)O
2442,Resveratrol,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
2445,Sorbinil,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1
2446,Acetylamino-Acetic Acid,CC(=O)NCC(=O)O
2447,3'-Uridinemonophosphate,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O)c(=O)[nH]1
2448,Compound 18,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1
2451,C-(1-hydrogyl-beta-D-glucopyranosyl) formamide,NC(=O)[C@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
2452,alpha-D-glucopyranosyl-2-carboxylic acid amide,NC(=O)C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
2453,4-Iodopyrazole,Ic1cn[nH]c1
2454,4-O-methyl-beta-D-glucuronic acid,CO[C@@H]1C(C(=O)O)O[C@@H](O)[C@H](O)[C@H]1O
2455,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",NC(=NO)N1CCC(CNC(=O)C2CCC3CN(S(=O)(=O)Cc4ccccc4)CC(=O)N32)CC1
2457,"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid",NC1C=CC(CCC(N)C(=O)O)C=C1
2458,2-Phosphoglycolic Acid,O=C(O)COP(=O)(O)O
2459,2-butyl-1-hydroxyguanidine,CCCCNC(N)=NO
2460,7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester,CCOC(=O)c1cc2ccc(O)cc2oc1=O
2462,4-Methylthio-Alpha-D-Mannose,C[C@]1(O)[C@H](O)[C@H](O)[C@@H](S)O[C@@H]1CO
2463,Ethylmercurithiosalicylic acid,CC[Hg]Sc1ccccc1C(=O)O
2465,Purvalanol,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1
2466,4-Deoxy-D-Mannuronic Acid,O=C(O)C(O)CC(=O)C(O)CO
2467,2-Amino-3-Oxo-4-Sulfo-Butyric Acid,NC(C(=O)O)C(=O)CS(=O)(=O)O
2468,Acetamide,CC(N)=O
2470,3-Indolebutyric Acid,O=C(O)CCCc1c[nH]c2ccccc12
2471,CD564,CC1(C)CCC(C)(C)c2cc(C(=O)c3ccc4cc(C(=O)O)ccc4c3)ccc21
2472,Kifunensine,O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O
2475,Uridine,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
2476,Phthalic Acid,O=C(O)c1ccccc1C(=O)O
2477,Diamino-N-[(4S)-5-anilino-4-{[(2S)-2-{[(1R)-1-carboxyethyl]amino}-4-phenylbutanoyl]amino}-5-oxopentyl]methaniminium,CC(NC(CCc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)Nc1ccccc1)C(=O)O
2478,Pyromellitic Acid,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
2479,S-(Methylmercury)-L-Cysteine,C[Hg]SCC(N)C(=O)O
2480,Glycocyamine,N=C(N)NCC(=O)O
2481,Tosyl-D-Proline,Cc1ccc(S(=O)(=O)N2CCCC2C(=O)O)cc1
2482,Selenoinosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1[SeH]
2483,"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc21
2485,Pyroquilon,O=C1CCc2cccc3c2N1CC3
2486,Pyrazole,c1cn[nH]c1
2487,Indolepropionic acid,O=C(O)CCc1cc2ccccc2[nH]1
2489,"1,6-Di-O-Phosphono-D-Allitol",O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)(O)O
2490,S-Mercaptocysteine,NC(CSS)C(=O)O
2491,RU79072,N#Cc1ccc2cccc(OP(=O)(O)O)c2n1
2492,5-Mercapto-2-Nitro-Benzoic Acid,O=C(O)c1cc(S)ccc1[N+](=O)[O-]
2493,R-9-(2-hydroxypropyl)adenine,C[C@@H](O)Cn1cnc2c(N)ncnc21
